Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
Daily_Range,0.0113868056585526,-0.33273270750265255,0.33273270750265255,toward_class_0,1
Relative_Volume_20D,1.825431417584504,-0.3252064682835813,0.3252064682835813,toward_class_0,2
Price_to_SMA20,-0.014749699423835,-0.23571310702729156,0.23571310702729156,toward_class_0,3
QQQ_Log_Return_1D,-0.0035309557340666,-0.20680233599484105,0.20680233599484105,toward_class_0,4
Stock_vs_QQQ_5D,0.0205355915199095,-0.19589516339938765,0.19589516339938765,toward_class_0,5
QQQ_Log_Return_5D,-0.0321842486203607,-0.1927607277896825,0.1927607277896825,toward_class_0,6
RSI_14,50.343365198294286,-0.18986187244240285,0.18986187244240285,toward_class_0,7
QQQ_Volatility_14D,0.0125027352161118,-0.10542086818574126,0.10542086818574126,toward_class_0,8
QQQ_Log_Return_3D,0.0023538629784185,-0.07745615767086372,0.07745615767086372,toward_class_0,9
Stock_vs_QQQ_1D,0.0041912637032109,0.07500186867898284,0.07500186867898284,toward_class_1,10
Sentiment_Momentum_3,0.4402239467929021,-0.0707147310635105,0.0707147310635105,toward_class_0,11
Volatility_14D,0.0153989811662143,-0.05556140537463441,0.05556140537463441,toward_class_0,12
Intraday_Return,-0.001428232690285,-0.03577548671100585,0.03577548671100585,toward_class_0,13
Has_Item_8_01,1,0.03154071906989895,0.03154071906989895,toward_class_1,14
Stock_vs_QQQ_3D,0.0204578842974068,-0.026321872062908223,0.026321872062908223,toward_class_0,15
Ticker,GOOGL,-0.0193000651518706,0.0193000651518706,toward_class_0,16
Mean_Net_Sentiment,0.4402143041335564,-0.01900700236012968,0.01900700236012968,toward_class_0,17
Has_Item_7_01,0,-0.013284211541603362,0.013284211541603362,toward_class_0,18
Has_Item_1_01,0,-0.009690626996655499,0.009690626996655499,toward_class_0,19
Has_Item_2_02,1,-0.008178661404782768,0.008178661404782768,toward_class_0,20
Has_Event_Guidance,0,0.007347518885905404,0.007347518885905404,toward_class_1,21
Has_Item_5_02,0,0.006787342684201997,0.006787342684201997,toward_class_1,22
Has_Item_5_03,0,-0.006584824066463672,0.006584824066463672,toward_class_0,23
Has_EX99,1,0.00401155059953299,0.00401155059953299,toward_class_1,24
Has_Event_Buyback,0,-0.0019960574417605646,0.0019960574417605646,toward_class_0,25
Has_Sentiment_History,1,0.0006088571955513509,0.0006088571955513509,toward_class_1,26
Has_Event_Earnings,1,0.0,0.0,neutral,27
Has_Item_2_03,0,0.0,0.0,neutral,28
Has_Item_2_01,0,0.0,0.0,neutral,29
Has_Item_1_02,0,0.0,0.0,neutral,30
Has_Item_5_07,0,0.0,0.0,neutral,31
