Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
Ticker,MSFT,0.445429938803479,0.445429938803479,toward_class_1,1
Volatility_14D,0.0095397831844546,0.3460715442456284,0.3460715442456284,toward_class_1,2
RSI_14,69.30775415899686,0.26025912084953196,0.26025912084953196,toward_class_1,3
Daily_Range,0.0140315339931257,0.21140803644957637,0.21140803644957637,toward_class_1,4
QQQ_Volatility_14D,0.0075769684475146,0.18613522381075223,0.18613522381075223,toward_class_1,5
Has_EX99,0,0.12872015903915765,0.12872015903915765,toward_class_1,6
Sentiment_Momentum_3,-0.3884535498180771,0.12855126720173327,0.12855126720173327,toward_class_1,7
Relative_Volume_20D,0.8818545391496853,0.12077669578449185,0.12077669578449185,toward_class_1,8
QQQ_Log_Return_1D,0.0177438900462052,0.09294507131116525,0.09294507131116525,toward_class_1,9
Has_Item_7_01,1,0.09057660153593045,0.09057660153593045,toward_class_1,10
Intraday_Return,0.0111248791289448,0.08280279547071533,0.08280279547071533,toward_class_1,11
Stock_vs_QQQ_5D,0.0134592223281299,0.07383490084239965,0.07383490084239965,toward_class_1,12
QQQ_Log_Return_3D,0.0065125449573092,-0.07278357547989721,0.07278357547989721,toward_class_0,13
QQQ_Log_Return_5D,0.0126474971704081,-0.07080831063271271,0.07080831063271271,toward_class_0,14
Stock_vs_QQQ_1D,-0.0050576937152308,0.07055066537199334,0.07055066537199334,toward_class_1,15
Mean_Net_Sentiment,-2.67610105454454e-05,-0.04969716305499943,0.04969716305499943,toward_class_0,16
Has_Event_Guidance,1,0.040756087927615564,0.040756087927615564,toward_class_1,17
Stock_vs_QQQ_3D,0.0056324763828619,-0.036580763968709004,0.036580763968709004,toward_class_0,18
Has_Item_1_01,0,-0.03069391508468473,0.03069391508468473,toward_class_0,19
Price_to_SMA20,0.0492462508325985,0.01552664980643297,0.01552664980643297,toward_class_1,20
Has_Item_5_02,0,0.0074658619298303515,0.0074658619298303515,toward_class_1,21
Has_Item_8_01,0,0.006026373533781466,0.006026373533781466,toward_class_1,22
Has_Item_1_02,0,0.001761697957199122,0.001761697957199122,toward_class_1,23
Has_Item_5_03,0,-0.0015104050115246066,0.0015104050115246066,toward_class_0,24
Has_Event_Buyback,0,0.0011178946754123074,0.0011178946754123074,toward_class_1,25
Has_Sentiment_History,1,-0.0010854452009822079,0.0010854452009822079,toward_class_0,26
Has_Event_Earnings,1,0.0,0.0,neutral,27
Has_Item_2_03,0,0.0,0.0,neutral,28
Has_Item_2_02,0,0.0,0.0,neutral,29
Has_Item_2_01,0,0.0,0.0,neutral,30
Has_Item_5_07,1,0.0,0.0,neutral,31
