Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
RSI_14,75.80240633618463,0.5877259619086672,0.5877259619086672,toward_class_1,1
Ticker,MSFT,0.4880392876037621,0.4880392876037621,toward_class_1,2
Daily_Range,0.0129681522402023,0.32345595773128266,0.32345595773128266,toward_class_1,3
Volatility_14D,0.009218871973093,0.2894947683322815,0.2894947683322815,toward_class_1,4
QQQ_Log_Return_1D,0.0196369890239487,0.2416764165913821,0.2416764165913821,toward_class_1,5
Stock_vs_QQQ_5D,0.0073623656949126,0.14023714820610464,0.14023714820610464,toward_class_1,6
Relative_Volume_20D,1.3821111202997085,0.1065768491450974,0.1065768491450974,toward_class_1,7
Stock_vs_QQQ_1D,-0.0075238671950829,0.09720399741688403,0.09720399741688403,toward_class_1,8
Has_Item_7_01,1,0.09057660153593045,0.09057660153593045,toward_class_1,9
QQQ_Log_Return_5D,0.0284897821673237,0.07905053774287044,0.07905053774287044,toward_class_1,10
Sentiment_Momentum_3,0.1941345951721783,-0.06506268005407169,0.06506268005407169,toward_class_0,11
Intraday_Return,0.0073529502483908,0.054881729064447576,0.054881729064447576,toward_class_1,12
QQQ_Log_Return_3D,0.0280746309238652,-0.038965411726118615,0.038965411726118615,toward_class_0,13
Has_EX99,1,-0.035900385124277776,0.035900385124277776,toward_class_0,14
Has_Item_1_01,0,-0.03069391508468473,0.03069391508468473,toward_class_0,15
QQQ_Volatility_14D,0.0107414130661373,0.012045475144113433,0.012045475144113433,toward_class_1,16
Has_Item_5_02,0,0.0074658619298303515,0.0074658619298303515,toward_class_1,17
Has_Item_8_01,0,0.006026373533781466,0.006026373533781466,toward_class_1,18
Price_to_SMA20,0.0526524526186844,0.00575867442188748,0.00575867442188748,toward_class_1,19
Stock_vs_QQQ_3D,-0.0067794150753888,-0.004619865168168374,0.004619865168168374,toward_class_0,20
Mean_Net_Sentiment,0.1936584969201191,-0.002015629645874529,0.002015629645874529,toward_class_0,21
Has_Item_1_02,0,0.001761697957199122,0.001761697957199122,toward_class_1,22
Has_Item_5_03,0,-0.0015104050115246066,0.0015104050115246066,toward_class_0,23
Has_Sentiment_History,1,-0.0010854452009822079,0.0010854452009822079,toward_class_0,24
Has_Event_Buyback,0,0.000899407604076778,0.000899407604076778,toward_class_1,25
Has_Event_Guidance,0,-0.0005528811591022894,0.0005528811591022894,toward_class_0,26
Has_Event_Earnings,0,0.0,0.0,neutral,27
Has_Item_2_03,0,0.0,0.0,neutral,28
Has_Item_2_02,0,0.0,0.0,neutral,29
Has_Item_2_01,0,0.0,0.0,neutral,30
Has_Item_5_07,0,0.0,0.0,neutral,31
