Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
QQQ_Volatility_14D,0.0052041119554944,-0.6400229139602038,0.6400229139602038,toward_class_0,1
Price_to_SMA20,-0.0197700102624066,-0.303451210803366,0.303451210803366,toward_class_0,2
Daily_Range,0.0118395540229512,-0.2802162738982037,0.2802162738982037,toward_class_0,3
RSI_14,44.47834602708853,-0.19075537413302415,0.19075537413302415,toward_class_0,4
Stock_vs_QQQ_5D,-0.0352269332705212,-0.18441185042748526,0.18441185042748526,toward_class_0,5
Ticker,AMZN,-0.1262813864812227,0.1262813864812227,toward_class_0,6
Volatility_14D,0.0062060937560142,-0.08191911142430523,0.08191911142430523,toward_class_0,7
QQQ_Log_Return_1D,0.0094119886850359,-0.08099736694353789,0.08099736694353789,toward_class_0,8
Relative_Volume_20D,0.605500298269223,0.07569605218423718,0.07569605218423718,toward_class_1,9
QQQ_Log_Return_3D,0.0047060004771911,-0.07217392860812949,0.07217392860812949,toward_class_0,10
Sentiment_Momentum_3,-0.2852165546363672,-0.06854629334056409,0.06854629334056409,toward_class_0,11
QQQ_Log_Return_5D,0.013608923626983,-0.053955686349121665,0.053955686349121665,toward_class_0,12
Intraday_Return,-0.0049545495553238,-0.04545644467342903,0.04545644467342903,toward_class_0,13
Has_Event_Guidance,0,-0.032955948092485206,0.032955948092485206,toward_class_0,14
Has_Item_1_01,0,-0.031097134455845075,0.031097134455845075,toward_class_0,15
Stock_vs_QQQ_3D,-0.0178965953379113,-0.01866743204258531,0.01866743204258531,toward_class_0,16
Stock_vs_QQQ_1D,-0.0110703807136958,0.016936395374973344,0.016936395374973344,toward_class_1,17
Mean_Net_Sentiment,-0.0251043593161739,-0.01682630281471547,0.01682630281471547,toward_class_0,18
Has_Item_7_01,0,-0.014808927777809663,0.014808927777809663,toward_class_0,19
Has_EX99,0,0.009561535337516643,0.009561535337516643,toward_class_1,20
Has_Item_5_02,0,0.007049260253069215,0.007049260253069215,toward_class_1,21
Has_Item_1_02,0,0.001761697957199122,0.001761697957199122,toward_class_1,22
Has_Item_5_03,0,-0.0015104050115246066,0.0015104050115246066,toward_class_0,23
Has_Event_Buyback,0,-0.0012069914567580185,0.0012069914567580185,toward_class_0,24
Has_Item_8_01,0,-0.0008745239672752912,0.0008745239672752912,toward_class_0,25
Has_Sentiment_History,1,0.0006088571955513509,0.0006088571955513509,toward_class_1,26
Has_Event_Earnings,0,0.0,0.0,neutral,27
Has_Item_2_03,0,0.0,0.0,neutral,28
Has_Item_2_02,0,0.0,0.0,neutral,29
Has_Item_2_01,0,0.0,0.0,neutral,30
Has_Item_5_07,1,0.0,0.0,neutral,31
